Accession;Org_location;Geo_Location;Country;USA;Host;Host family;Tissue_Specimen_Source;Collection_Date;Total Monthly Precipitation;Monthly Maximum Temperature;Monthly Minimum Temperature
OZ201537;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;21-08-2018;5.8;28.6;18.9
OZ201543;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;21-08-2018;5.8;28.6;18.9
OZ201844;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;21-08-2018;5.8;28.6;18.9
OZ201846;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;21-08-2018;5.8;28.6;18.9
OZ201854;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;21-08-2018;5.8;28.6;18.9
OZ201869;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;21-08-2018;5.8;28.6;18.9
OZ201891;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;21-08-2018;5.8;28.6;18.9
MW160848;Austria;Austria: Vienna International Airport;Austria;;Culex pipiens ;Culicidae;;22-08-2018;1.9;30.2;17.9
MW160849;Austria;Austria: Vienna International Airport;Austria;;Culex pipiens ;Culicidae;;22-08-2018;1.9;30.2;17.9
OZ201429;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;22-08-2018;5.8;28.6;18.9
OZ201437;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;22-08-2018;5.8;28.6;18.9
OZ201438;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;22-08-2018;5.8;28.6;18.9
OZ201443;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;22-08-2018;5.8;28.6;18.9
OZ201535;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;22-08-2018;5.8;28.6;18.9
OZ201538;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;22-08-2018;5.8;28.6;18.9
OZ201545;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;22-08-2018;5.8;28.6;18.9
OZ201547;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;22-08-2018;5.8;28.6;18.9
OZ201551;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;22-08-2018;5.8;28.6;18.9
OZ201552;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;22-08-2018;5.8;28.6;18.9
OZ201893;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;22-08-2018;5.8;28.6;18.9
OZ201898;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;22-08-2018;5.8;28.6;18.9
OZ201906;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;22-08-2018;5.8;28.6;18.9
OQ721644;USA;USA: Cook, Illinois;USA;IL;;Culicidae;pooled insects;23-08-2018;4.51;29.3;19.8
OQ721795;USA;USA: Cook, Illinois;USA;IL;;Culicidae;pooled insects;23-08-2018;4.51;29.3;19.8
OZ201615;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;23-08-2018;5.8;28.6;18.9
OZ201789;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;23-08-2018;5.8;28.6;18.9
OZ201801;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;23-08-2018;5.8;28.6;18.9
OZ201805;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;23-08-2018;5.8;28.6;18.9
OZ201808;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;23-08-2018;5.8;28.6;18.9
OZ201889;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;23-08-2018;5.8;28.6;18.9
OZ201894;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;23-08-2018;5.8;28.6;18.9
OZ201895;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;23-08-2018;5.8;28.6;18.9
OZ201909;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;23-08-2018;5.8;28.6;18.9
OZ201421;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;27-08-2018;5.8;28.6;18.9
OZ201442;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;27-08-2018;5.8;28.6;18.9
OZ201746;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;27-08-2018;5.8;28.6;18.9
OZ201747;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;27-08-2018;5.8;28.6;18.9
OZ201763;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;27-08-2018;5.8;28.6;18.9
OZ201765;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;27-08-2018;5.8;28.6;18.9
OZ201773;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;27-08-2018;5.8;28.6;18.9
OZ201796;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;27-08-2018;5.8;28.6;18.9
OZ201797;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;27-08-2018;5.8;28.6;18.9
OZ201799;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;27-08-2018;5.8;28.6;18.9
OZ201800;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;27-08-2018;5.8;28.6;18.9
OZ201802;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;27-08-2018;5.8;28.6;18.9
OZ201803;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;27-08-2018;5.8;28.6;18.9
OZ201807;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;27-08-2018;5.8;28.6;18.9
MW751835;Serbia;Serbia: Subotica;Serbia;;Asio otus;Bird;;28-08-2018;2.02;31;17.9
OZ201610;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;28-08-2018;5.8;28.6;18.9
OZ201611;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;28-08-2018;5.8;28.6;18.9
OZ201617;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;28-08-2018;5.8;28.6;18.9
OZ201619;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;28-08-2018;5.8;28.6;18.9
OZ201788;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;28-08-2018;5.8;28.6;18.9
OZ201791;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;28-08-2018;5.8;28.6;18.9
OZ201792;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;28-08-2018;5.8;28.6;18.9
OZ201794;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;28-08-2018;5.8;28.6;18.9
MW160843;Austria;Austria: Vienna International Airport;Austria;;Culex pipiens ;Culicidae;;29-08-2018;1.9;30.2;17.9
MW160844;Austria;Austria: Vienna International Airport;Austria;;Culex pipiens ;Culicidae;;29-08-2018;1.9;30.2;17.9
MW160845;Austria;Austria: Vienna International Airport;Austria;;Culex pipiens ;Culicidae;;29-08-2018;1.9;30.2;17.9
OZ201304;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;29-08-2018;5.8;28.6;18.9
OZ201307;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;29-08-2018;5.8;28.6;18.9
OZ201315;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;29-08-2018;5.8;28.6;18.9
OZ201325;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;29-08-2018;5.8;28.6;18.9
OZ201340;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;29-08-2018;5.8;28.6;18.9
OZ201394;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;29-08-2018;5.8;28.6;18.9
OZ201401;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;29-08-2018;5.8;28.6;18.9
OZ201609;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;29-08-2018;5.8;28.6;18.9
OZ201612;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;29-08-2018;5.8;28.6;18.9
OZ201613;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;29-08-2018;5.8;28.6;18.9
OZ201616;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;29-08-2018;5.8;28.6;18.9
OZ201618;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;29-08-2018;5.8;28.6;18.9
OZ201699;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;29-08-2018;5.8;28.6;18.9
OZ201700;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;29-08-2018;5.8;28.6;18.9
OZ201710;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;29-08-2018;5.8;28.6;18.9
OZ201917;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;29-08-2018;5.8;28.6;18.9
OZ201926;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;29-08-2018;5.8;28.6;18.9
OQ721144;USA;USA: Cook, Illinois;USA;IL;;Culicidae;pooled insects;30-08-2018;5.07;28.9;18.1
OQ721400;USA;USA: Cook, Illinois;USA;IL;;Culicidae;pooled insects;30-08-2018;4.51;29.3;19.8
OZ201327;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;30-08-2018;5.8;28.6;18.9
OZ201330;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;30-08-2018;5.8;28.6;18.9
OZ201332;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;30-08-2018;5.8;28.6;18.9
OZ201373;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;30-08-2018;5.8;28.6;18.9
OZ201378;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;30-08-2018;5.8;28.6;18.9
OZ201392;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;30-08-2018;5.8;28.6;18.9
OZ201571;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;30-08-2018;5.8;28.6;18.9
OZ201574;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;30-08-2018;5.8;28.6;18.9
OZ201575;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;30-08-2018;5.8;28.6;18.9
OZ201576;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;30-08-2018;5.8;28.6;18.9
OZ201577;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;30-08-2018;5.8;28.6;18.9
OZ201579;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;30-08-2018;5.8;28.6;18.9
OZ201582;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;30-08-2018;5.8;28.6;18.9
OZ201583;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;30-08-2018;5.8;28.6;18.9
OZ201584;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;30-08-2018;5.8;28.6;18.9
OZ201585;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;30-08-2018;5.8;28.6;18.9
OZ201588;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;30-08-2018;5.8;28.6;18.9
OZ201590;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;30-08-2018;5.8;28.6;18.9
OZ201593;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;30-08-2018;5.8;28.6;18.9
OZ201875;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;30-08-2018;5.8;28.6;18.9
OZ201876;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;30-08-2018;5.8;28.6;18.9
OZ201877;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;30-08-2018;5.8;28.6;18.9
OZ201888;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;30-08-2018;5.8;28.6;18.9
OZ201303;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;04-09-2018;8.68;23.5;14.9
OZ201311;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;04-09-2018;8.68;23.5;14.9
OZ201326;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;04-09-2018;8.68;23.5;14.9
OZ201461;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;04-09-2018;8.68;23.5;14.9
OZ201463;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;04-09-2018;8.68;23.5;14.9
OZ201464;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;04-09-2018;8.68;23.5;14.9
OZ201573;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;04-09-2018;8.68;23.5;14.9
OZ201580;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;04-09-2018;8.68;23.5;14.9
OZ201592;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;04-09-2018;8.68;23.5;14.9
OZ201599;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;04-09-2018;8.68;23.5;14.9
OZ201751;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;04-09-2018;8.68;23.5;14.9
OZ201757;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;04-09-2018;8.68;23.5;14.9
OZ201879;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;04-09-2018;8.68;23.5;14.9
OZ201885;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;04-09-2018;8.68;23.5;14.9
OZ201305;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;05-09-2018;8.68;23.5;14.9
OZ201405;USA;USA:Connecticut;USA;CT;Aedes cinereus;Culicidae;;05-09-2018;8.68;23.5;14.9
OZ201415;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;05-09-2018;8.68;23.5;14.9
OZ201440;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;05-09-2018;8.68;23.5;14.9
OZ201450;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;05-09-2018;8.68;23.5;14.9
OZ201456;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;05-09-2018;8.68;23.5;14.9
OZ201477;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;05-09-2018;8.68;23.5;14.9
OZ201479;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;05-09-2018;8.68;23.5;14.9
OZ201497;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;05-09-2018;8.68;23.5;14.9
OZ201506;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;05-09-2018;8.68;23.5;14.9
OZ201563;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;05-09-2018;8.68;23.5;14.9
OZ201738;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;05-09-2018;8.68;23.5;14.9
OZ201744;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;05-09-2018;8.68;23.5;14.9
OZ201750;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;05-09-2018;8.68;23.5;14.9
OZ201425;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;06-09-2018;8.68;23.5;14.9
OZ201489;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;06-09-2018;8.68;23.5;14.9
OZ201532;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;06-09-2018;8.68;23.5;14.9
OZ201534;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;06-09-2018;8.68;23.5;14.9
OZ201539;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;06-09-2018;8.68;23.5;14.9
OZ201549;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;06-09-2018;8.68;23.5;14.9
OZ201553;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;06-09-2018;8.68;23.5;14.9
OZ201641;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;06-09-2018;8.68;23.5;14.9
OZ201649;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;06-09-2018;8.68;23.5;14.9
OZ201786;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;06-09-2018;8.68;23.5;14.9
OZ201896;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;06-09-2018;8.68;23.5;14.9
OZ201903;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;06-09-2018;8.68;23.5;14.9
OZ201908;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;06-09-2018;8.68;23.5;14.9
OZ201910;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;06-09-2018;8.68;23.5;14.9
OZ201921;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;06-09-2018;8.68;23.5;14.9
OZ201651;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;10-09-2018;8.68;23.5;14.9
OZ201899;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;10-09-2018;8.68;23.5;14.9
OZ201907;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;10-09-2018;8.68;23.5;14.9
OX442310;Germany;Germany: Brandenburg;Germany;;Equus caballus;Horse;;11-09-2018;;;
OZ201659;USA;USA:Connecticut;USA;CT;Coquillettidia perturbans;Culicidae;;11-09-2018;8.68;23.5;14.9
OZ201892;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;11-09-2018;8.68;23.5;14.9
OZ201911;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;11-09-2018;8.68;23.5;14.9
OZ201887;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;12-09-2018;8.68;23.5;14.9
OZ201878;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;13-09-2018;8.68;23.5;14.9
OZ201905;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;13-09-2018;8.68;23.5;14.9
OZ201329;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;17-09-2018;8.68;23.5;14.9
OZ201337;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;17-09-2018;8.68;23.5;14.9
OZ201701;USA;USA:Connecticut;USA;CT;Ochlerotatus canadensis;Culicidae;;17-09-2018;8.68;23.5;14.9
OZ201703;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;17-09-2018;8.68;23.5;14.9
OZ201904;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;17-09-2018;8.68;23.5;14.9
OZ201398;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;19-09-2018;8.68;23.5;14.9
OZ201702;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;19-09-2018;8.68;23.5;14.9
OZ201735;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;19-09-2018;8.68;23.5;14.9
OZ201406;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;20-09-2018;8.68;23.5;14.9
OZ201412;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;20-09-2018;8.68;23.5;14.9
OZ201731;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;20-09-2018;8.68;23.5;14.9
OZ201732;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;20-09-2018;8.68;23.5;14.9
OZ201399;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;26-09-2018;8.68;23.5;14.9
OZ201734;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;02-10-2018;4.99;16.2;6.4
OZ201376;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;03-10-2018;4.99;16.2;6.4
OZ201728;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;03-10-2018;4.99;16.2;6.4
OZ201416;USA;USA:Connecticut;USA;CT;Psorophora ferox;Culicidae;;09-10-2018;4.99;16.2;6.4
OZ201727;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;10-10-2018;4.99;16.2;6.4
MW751838;Serbia;Serbia: Belgrade;Serbia;;Aves;Bird;;16-10-2018;0.74;21.9;12.3
ON782107;Brazil;Brazil: Abaiara, Ceara;Brazil;;Equus caballus;Horse;brain;10-01-2019;0;33.1;22.6
MT905060;Brazil;Brazil: Espirito Santo state, Joao Neiva municipality;Brazil;;Equus caballus;Horse;;13-06-2019;4;28;19.9
ON782109;Brazil;Brazil: Ipira, Bahia;Brazil;;Equus caballus;Horse;;22-07-2019;0;23.7;17.9
MW420988;Brazil;Brazil: Sao Paulo;Brazil;;Equus caballus;Horse;;30-07-2019;0;26.5;17.6
OZ201414;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;30-07-2019;4.61;29.8;18.2
OZ201430;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;30-07-2019;4.61;29.8;18.2
OZ201722;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;30-07-2019;4.61;29.8;18.2
OZ201725;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;30-07-2019;4.61;29.8;18.2
OZ201375;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;01-08-2019;4.29;27.5;15.9
OZ201449;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;01-08-2019;4.29;27.5;15.9
OZ201367;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;05-08-2019;4.29;27.5;15.9
OZ201386;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;08-08-2019;4.29;27.5;15.9
OZ201825;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;08-08-2019;4.29;27.5;15.9
OZ201817;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;12-08-2019;4.29;27.5;15.9
OZ201379;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;13-08-2019;4.29;27.5;15.9
OZ201384;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;13-08-2019;4.29;27.5;15.9
OZ201813;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;13-08-2019;4.29;27.5;15.9
OZ201816;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;13-08-2019;4.29;27.5;15.9
OZ201834;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;13-08-2019;4.29;27.5;15.9
OZ201413;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;14-08-2019;4.29;27.5;15.9
OZ201487;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;14-08-2019;4.29;27.5;15.9
OZ201499;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;14-08-2019;4.29;27.5;15.9
OZ201529;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;14-08-2019;4.29;27.5;15.9
OZ201836;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;14-08-2019;4.29;27.5;15.9
OZ201460;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;15-08-2019;4.29;27.5;15.9
OZ201513;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;19-08-2019;4.29;27.5;15.9
OZ201515;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;19-08-2019;4.29;27.5;15.9
OZ201671;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;19-08-2019;4.29;27.5;15.9
OZ201758;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;20-08-2019;4.29;27.5;15.9
OZ201511;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;21-08-2019;4.29;27.5;15.9
OZ201517;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;21-08-2019;4.29;27.5;15.9
OZ201520;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;21-08-2019;4.29;27.5;15.9
OZ201742;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;21-08-2019;4.29;27.5;15.9
OZ201525;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;22-08-2019;4.29;27.5;15.9
OZ201528;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;22-08-2019;4.29;27.5;15.9
OZ201633;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;22-08-2019;4.29;27.5;15.9
OZ201707;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;22-08-2019;4.29;27.5;15.9
OZ201522;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;27-08-2019;4.29;27.5;15.9
OZ201531;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;27-08-2019;4.29;27.5;15.9
OZ201625;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;27-08-2019;4.29;27.5;15.9
OZ201474;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;28-08-2019;4.29;27.5;15.9
OZ201377;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;29-08-2019;4.29;27.5;15.9
OZ201472;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;29-08-2019;4.29;27.5;15.9
OZ201509;USA;USA:Connecticut;USA;CT;Coquillettidia perturbans;Culicidae;;29-08-2019;4.29;27.5;15.9
OZ201527;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;29-08-2019;4.29;27.5;15.9
OZ201741;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;29-08-2019;4.29;27.5;15.9
OZ201761;USA;USA:Connecticut;USA;CT;Coquillettidia perturbans;Culicidae;;29-08-2019;4.29;27.5;15.9
OZ201352;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;03-09-2019;1.89;23.9;11.5
OZ201365;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;03-09-2019;1.89;23.9;11.5
OZ201569;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;03-09-2019;1.89;23.9;11.5
OZ201570;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;03-09-2019;1.89;23.9;11.5
OZ201572;USA;USA:Connecticut;USA;CT;Coquillettidia perturbans;Culicidae;;03-09-2019;1.89;23.9;11.5
OZ201565;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;04-09-2019;1.89;23.9;11.5
OZ201338;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;05-09-2019;1.89;23.9;11.5
OZ201351;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;05-09-2019;1.89;23.9;11.5
OZ201358;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;05-09-2019;1.89;23.9;11.5
OZ201564;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;05-09-2019;1.89;23.9;11.5
OZ201566;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;05-09-2019;1.89;23.9;11.5
OZ201345;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;10-09-2019;1.89;23.9;11.5
OZ201635;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;10-09-2019;1.89;23.9;11.5
OZ201353;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;11-09-2019;1.89;23.9;11.5
OZ201629;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;11-09-2019;1.89;23.9;11.5
OZ201313;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;12-09-2019;1.89;23.9;11.5
OZ201620;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;12-09-2019;1.89;23.9;11.5
OZ201639;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;12-09-2019;1.89;23.9;11.5
OZ201470;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;16-09-2019;1.89;23.9;11.5
