Accession;Organism_Name;GenBank_RefSeq;Assembly;Org_location;Release_Date;Isolate;Species;Length;Nuc_Completeness;Geo_Location;Country;USA;Host;Tissue_Specimen_Source;Collection_Date
HA063545;West Nile virus;GenBank;set:HA063545;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063546;West Nile virus;GenBank;set:HA063546;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063547;West Nile virus;GenBank;set:HA063547;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063548;West Nile virus;GenBank;set:HA063548;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063549;West Nile virus;GenBank;set:HA063549;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063550;West Nile virus;GenBank;set:HA063550;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063551;West Nile virus;GenBank;set:HA063551;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063552;West Nile virus;GenBank;set:HA063552;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063553;West Nile virus;GenBank;set:HA063553;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063554;West Nile virus;GenBank;set:HA063554;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063555;West Nile virus;GenBank;set:HA063555;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063556;West Nile virus;GenBank;set:HA063556;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063557;West Nile virus;GenBank;set:HA063557;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063558;West Nile virus;GenBank;set:HA063558;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063559;West Nile virus;GenBank;set:HA063559;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063560;West Nile virus;GenBank;set:HA063560;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063561;West Nile virus;GenBank;set:HA063561;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063562;West Nile virus;GenBank;set:HA063562;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063563;West Nile virus;GenBank;set:HA063563;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063564;West Nile virus;GenBank;set:HA063564;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063565;West Nile virus;GenBank;set:HA063565;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063566;West Nile virus;GenBank;set:HA063566;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063567;West Nile virus;GenBank;set:HA063567;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063568;West Nile virus;GenBank;set:HA063568;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063569;West Nile virus;GenBank;set:HA063569;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063570;West Nile virus;GenBank;set:HA063570;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063571;West Nile virus;GenBank;set:HA063571;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063572;West Nile virus;GenBank;set:HA063572;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063573;West Nile virus;GenBank;set:HA063573;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063574;West Nile virus;GenBank;set:HA063574;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063575;West Nile virus;GenBank;set:HA063575;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063576;West Nile virus;GenBank;set:HA063576;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063577;West Nile virus;GenBank;set:HA063577;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063578;West Nile virus;GenBank;set:HA063578;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063579;West Nile virus;GenBank;set:HA063579;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063580;West Nile virus;GenBank;set:HA063580;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063581;West Nile virus;GenBank;set:HA063581;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063582;West Nile virus;GenBank;set:HA063582;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063583;West Nile virus;GenBank;set:HA063583;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063584;West Nile virus;GenBank;set:HA063584;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063585;West Nile virus;GenBank;set:HA063585;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063586;West Nile virus;GenBank;set:HA063586;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063587;West Nile virus;GenBank;set:HA063587;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063588;West Nile virus;GenBank;set:HA063588;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063589;West Nile virus;GenBank;set:HA063589;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063590;West Nile virus;GenBank;set:HA063590;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063591;West Nile virus;GenBank;set:HA063591;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063592;West Nile virus;GenBank;set:HA063592;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063593;West Nile virus;GenBank;set:HA063593;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063594;West Nile virus;GenBank;set:HA063594;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063595;West Nile virus;GenBank;set:HA063595;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063596;West Nile virus;GenBank;set:HA063596;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063597;West Nile virus;GenBank;set:HA063597;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063598;West Nile virus;GenBank;set:HA063598;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063599;West Nile virus;GenBank;set:HA063599;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063600;West Nile virus;GenBank;set:HA063600;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063601;West Nile virus;GenBank;set:HA063601;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063602;West Nile virus;GenBank;set:HA063602;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063603;West Nile virus;GenBank;set:HA063603;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063604;West Nile virus;GenBank;set:HA063604;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063605;West Nile virus;GenBank;set:HA063605;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063606;West Nile virus;GenBank;set:HA063606;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063607;West Nile virus;GenBank;set:HA063607;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063608;West Nile virus;GenBank;set:HA063608;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063609;West Nile virus;GenBank;set:HA063609;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063610;West Nile virus;GenBank;set:HA063610;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063611;West Nile virus;GenBank;set:HA063611;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063612;West Nile virus;GenBank;set:HA063612;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063613;West Nile virus;GenBank;set:HA063613;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063614;West Nile virus;GenBank;set:HA063614;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063615;West Nile virus;GenBank;set:HA063615;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063616;West Nile virus;GenBank;set:HA063616;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063617;West Nile virus;GenBank;set:HA063617;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063618;West Nile virus;GenBank;set:HA063618;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063619;West Nile virus;GenBank;set:HA063619;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063620;West Nile virus;GenBank;set:HA063620;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063621;West Nile virus;GenBank;set:HA063621;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063622;West Nile virus;GenBank;set:HA063622;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063623;West Nile virus;GenBank;set:HA063623;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063624;West Nile virus;GenBank;set:HA063624;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063625;West Nile virus;GenBank;set:HA063625;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063626;West Nile virus;GenBank;set:HA063626;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063627;West Nile virus;GenBank;set:HA063627;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063628;West Nile virus;GenBank;set:HA063628;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063629;West Nile virus;GenBank;set:HA063629;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063630;West Nile virus;GenBank;set:HA063630;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063631;West Nile virus;GenBank;set:HA063631;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063632;West Nile virus;GenBank;set:HA063632;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063633;West Nile virus;GenBank;set:HA063633;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063634;West Nile virus;GenBank;set:HA063634;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063635;West Nile virus;GenBank;set:HA063635;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063636;West Nile virus;GenBank;set:HA063636;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063637;West Nile virus;GenBank;set:HA063637;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063638;West Nile virus;GenBank;set:HA063638;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063639;West Nile virus;GenBank;set:HA063639;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063640;West Nile virus;GenBank;set:HA063640;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063641;West Nile virus;GenBank;set:HA063641;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063642;West Nile virus;GenBank;set:HA063642;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063643;West Nile virus;GenBank;set:HA063643;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063644;West Nile virus;GenBank;set:HA063644;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063645;West Nile virus;GenBank;set:HA063645;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063646;West Nile virus;GenBank;set:HA063646;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063647;West Nile virus;GenBank;set:HA063647;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063648;West Nile virus;GenBank;set:HA063648;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063649;West Nile virus;GenBank;set:HA063649;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063650;West Nile virus;GenBank;set:HA063650;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063651;West Nile virus;GenBank;set:HA063651;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063652;West Nile virus;GenBank;set:HA063652;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063653;West Nile virus;GenBank;set:HA063653;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063654;West Nile virus;GenBank;set:HA063654;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063655;West Nile virus;GenBank;set:HA063655;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063656;West Nile virus;GenBank;set:HA063656;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063657;West Nile virus;GenBank;set:HA063657;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063658;West Nile virus;GenBank;set:HA063658;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063659;West Nile virus;GenBank;set:HA063659;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063660;West Nile virus;GenBank;set:HA063660;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063661;West Nile virus;GenBank;set:HA063661;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063662;West Nile virus;GenBank;set:HA063662;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063663;West Nile virus;GenBank;set:HA063663;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063664;West Nile virus;GenBank;set:HA063664;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063665;West Nile virus;GenBank;set:HA063665;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063666;West Nile virus;GenBank;set:HA063666;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063667;West Nile virus;GenBank;set:HA063667;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063668;West Nile virus;GenBank;set:HA063668;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063669;West Nile virus;GenBank;set:HA063669;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063670;West Nile virus;GenBank;set:HA063670;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063671;West Nile virus;GenBank;set:HA063671;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063672;West Nile virus;GenBank;set:HA063672;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063673;West Nile virus;GenBank;set:HA063673;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063674;West Nile virus;GenBank;set:HA063674;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063675;West Nile virus;GenBank;set:HA063675;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063676;West Nile virus;GenBank;set:HA063676;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063677;West Nile virus;GenBank;set:HA063677;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063678;West Nile virus;GenBank;set:HA063678;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063679;West Nile virus;GenBank;set:HA063679;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063680;West Nile virus;GenBank;set:HA063680;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063681;West Nile virus;GenBank;set:HA063681;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063682;West Nile virus;GenBank;set:HA063682;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063683;West Nile virus;GenBank;set:HA063683;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063684;West Nile virus;GenBank;set:HA063684;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063685;West Nile virus;GenBank;set:HA063685;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063686;West Nile virus;GenBank;set:HA063686;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063687;West Nile virus;GenBank;set:HA063687;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063688;West Nile virus;GenBank;set:HA063688;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063689;West Nile virus;GenBank;set:HA063689;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063690;West Nile virus;GenBank;set:HA063690;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063691;West Nile virus;GenBank;set:HA063691;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063692;West Nile virus;GenBank;set:HA063692;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063693;West Nile virus;GenBank;set:HA063693;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063694;West Nile virus;GenBank;set:HA063694;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063695;West Nile virus;GenBank;set:HA063695;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063696;West Nile virus;GenBank;set:HA063696;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063697;West Nile virus;GenBank;set:HA063697;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063698;West Nile virus;GenBank;set:HA063698;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063699;West Nile virus;GenBank;set:HA063699;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063700;West Nile virus;GenBank;set:HA063700;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063701;West Nile virus;GenBank;set:HA063701;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063702;West Nile virus;GenBank;set:HA063702;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063703;West Nile virus;GenBank;set:HA063703;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063704;West Nile virus;GenBank;set:HA063704;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063705;West Nile virus;GenBank;set:HA063705;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063706;West Nile virus;GenBank;set:HA063706;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063707;West Nile virus;GenBank;set:HA063707;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063708;West Nile virus;GenBank;set:HA063708;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063709;West Nile virus;GenBank;set:HA063709;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063710;West Nile virus;GenBank;set:HA063710;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063711;West Nile virus;GenBank;set:HA063711;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063712;West Nile virus;GenBank;set:HA063712;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063713;West Nile virus;GenBank;set:HA063713;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063714;West Nile virus;GenBank;set:HA063714;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063715;West Nile virus;GenBank;set:HA063715;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063716;West Nile virus;GenBank;set:HA063716;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063717;West Nile virus;GenBank;set:HA063717;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063718;West Nile virus;GenBank;set:HA063718;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063719;West Nile virus;GenBank;set:HA063719;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063720;West Nile virus;GenBank;set:HA063720;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063721;West Nile virus;GenBank;set:HA063721;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063722;West Nile virus;GenBank;set:HA063722;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063723;West Nile virus;GenBank;set:HA063723;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063724;West Nile virus;GenBank;set:HA063724;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063725;West Nile virus;GenBank;set:HA063725;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063726;West Nile virus;GenBank;set:HA063726;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063727;West Nile virus;GenBank;set:HA063727;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063728;West Nile virus;GenBank;set:HA063728;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063729;West Nile virus;GenBank;set:HA063729;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063730;West Nile virus;GenBank;set:HA063730;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063731;West Nile virus;GenBank;set:HA063731;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063732;West Nile virus;GenBank;set:HA063732;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063733;West Nile virus;GenBank;set:HA063733;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063734;West Nile virus;GenBank;set:HA063734;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063735;West Nile virus;GenBank;set:HA063735;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063736;West Nile virus;GenBank;set:HA063736;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063737;West Nile virus;GenBank;set:HA063737;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063738;West Nile virus;GenBank;set:HA063738;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063739;West Nile virus;GenBank;set:HA063739;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063740;West Nile virus;GenBank;set:HA063740;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063741;West Nile virus;GenBank;set:HA063741;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063742;West Nile virus;GenBank;set:HA063742;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063743;West Nile virus;GenBank;set:HA063743;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063744;West Nile virus;GenBank;set:HA063744;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063745;West Nile virus;GenBank;set:HA063745;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063746;West Nile virus;GenBank;set:HA063746;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063747;West Nile virus;GenBank;set:HA063747;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063748;West Nile virus;GenBank;set:HA063748;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063749;West Nile virus;GenBank;set:HA063749;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063750;West Nile virus;GenBank;set:HA063750;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063751;West Nile virus;GenBank;set:HA063751;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
